timestamp,open,high,low,close,volume,timeframe,source,source_type,is_percentage,lookahead_safe
2025-05-06 04:00:00+00:00,54.569,54.633,54.45,54.554,120.433,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-06 08:00:00+00:00,54.553,55.247,54.546,55.062,475.038,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-06 12:00:00+00:00,55.058,55.292,54.885,55.246,492.852,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-06 16:00:00+00:00,55.245,55.373,54.834,54.992,213.5,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-06 20:00:00+00:00,55.002,55.298,54.899,55.224,284.109,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-07 00:00:00+00:00,55.223,55.322,54.939,55.02,176.505,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-07 04:00:00+00:00,55.017,55.308,54.942,55.12,120.078,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-07 08:00:00+00:00,55.121,55.299,55.001,55.196,205.57,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-07 12:00:00+00:00,55.196,55.759,55.158,55.703,368.884,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-07 16:00:00+00:00,55.704,55.963,55.52,55.667,370.743,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-07 20:00:00+00:00,55.676,55.91,55.477,55.566,160.638,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-08 00:00:00+00:00,55.567,55.786,54.862,54.869,398.979,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-08 04:00:00+00:00,54.878,54.882,54.268,54.423,605.383,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-08 08:00:00+00:00,54.419,54.487,53.752,53.884,807.702,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-08 12:00:00+00:00,53.896,53.925,52.71,53.172,1340.191,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-08 16:00:00+00:00,53.173,53.515,52.466,52.657,772.068,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-08 20:00:00+00:00,52.655,52.891,51.942,52.085,1024.675,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-09 00:00:00+00:00,52.094,52.364,51.5,52.271,1414.785,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-09 04:00:00+00:00,52.268,52.302,50.719,50.846,884.846,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-09 08:00:00+00:00,50.84,50.908,49.227,50.018,2182.471,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-09 12:00:00+00:00,50.018,51.01,49.776,50.637,1052.886,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-09 16:00:00+00:00,50.645,51.01,50.239,50.488,343.336,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-09 20:00:00+00:00,50.481,50.551,49.983,50.056,331.348,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-10 00:00:00+00:00,50.053,50.295,49.355,49.973,618.569,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-10 04:00:00+00:00,49.974,50.217,49.415,49.521,495.139,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-10 08:00:00+00:00,49.534,49.99,49.166,49.87,712.535,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-10 12:00:00+00:00,49.877,49.877,49.055,49.12,437.872,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-10 16:00:00+00:00,49.12,49.164,48.219,48.49,671.827,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-10 20:00:00+00:00,48.488,48.763,47.559,47.716,566.417,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-11 00:00:00+00:00,47.726,48.653,47.55,48.248,974.228,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-11 04:00:00+00:00,48.248,49.376,48.055,49.027,867.378,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-11 08:00:00+00:00,49.028,49.347,48.838,48.909,483.301,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-11 12:00:00+00:00,48.91,49.892,48.909,49.639,614.885,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-11 16:00:00+00:00,49.634,49.92,49.016,49.153,496.549,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-11 20:00:00+00:00,49.154,49.283,48.95,49.046,157.644,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-12 00:00:00+00:00,49.038,49.189,48.524,48.636,442.065,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-12 04:00:00+00:00,48.62,48.867,47.852,48.211,683.823,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-12 08:00:00+00:00,48.181,48.477,47.519,47.816,671.951,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-12 12:00:00+00:00,47.827,47.84,46.636,47.24,1151.457,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-12 16:00:00+00:00,47.253,48.25,47.046,47.686,658.222,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-12 20:00:00+00:00,47.68,47.9,47.55,47.582,195.756,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-13 00:00:00+00:00,47.585,48.919,47.556,48.919,646.037,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-13 04:00:00+00:00,48.92,49.009,48.253,48.516,475.761,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-13 08:00:00+00:00,48.522,48.599,48.01,48.243,467.694,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-13 12:00:00+00:00,48.231,48.432,47.654,47.709,576.352,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-13 16:00:00+00:00,47.717,47.749,46.381,46.803,721.748,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-13 20:00:00+00:00,46.814,46.994,46.0,46.503,874.542,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-14 00:00:00+00:00,46.51,47.03,46.1,46.751,785.582,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-14 04:00:00+00:00,46.752,46.895,46.36,46.553,444.198,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-14 08:00:00+00:00,46.551,47.3,46.466,46.838,613.144,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-14 12:00:00+00:00,46.837,47.555,46.807,47.334,661.439,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-14 16:00:00+00:00,47.335,47.685,47.181,47.238,386.587,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-14 20:00:00+00:00,47.239,47.692,47.226,47.402,219.712,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-15 00:00:00+00:00,47.4,47.936,47.141,47.656,468.737,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-15 04:00:00+00:00,47.665,48.3,47.363,48.135,759.173,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-15 08:00:00+00:00,48.136,48.314,47.553,48.013,865.369,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-15 12:00:00+00:00,48.006,48.926,47.843,48.295,1297.796,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-15 16:00:00+00:00,48.296,48.91,47.918,48.69,672.605,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-15 20:00:00+00:00,48.686,49.61,48.616,49.133,1466.366,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-16 00:00:00+00:00,49.126,49.402,48.62,48.659,564.95,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-16 04:00:00+00:00,48.658,48.834,48.283,48.329,536.824,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-16 08:00:00+00:00,48.33,48.889,47.921,48.146,518.823,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-16 12:00:00+00:00,48.149,48.641,48.079,48.59,440.022,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-16 16:00:00+00:00,48.592,48.92,48.58,48.685,413.669,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-16 20:00:00+00:00,48.696,49.47,48.671,49.248,477.513,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-17 00:00:00+00:00,49.25,50.335,49.168,49.828,1479.146,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-17 04:00:00+00:00,49.828,50.002,49.347,49.703,867.976,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-17 08:00:00+00:00,49.696,50.0,49.604,49.73,442.427,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-17 12:00:00+00:00,49.731,50.274,49.684,49.957,515.149,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-17 16:00:00+00:00,49.953,50.604,49.896,50.188,640.375,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
2025-05-17 20:00:00+00:00,50.189,50.355,49.841,50.076,354.086,4h,uploaded_csv,BTCDOM_INDEX_PROXY,False,True
