timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,datetime
1640995200000,1052.2,1052.6,1047.2,1051.1,462.508,1641009599999,485570.1921,8576,200.968,210991.5202,0,2022-01-01 00:00:00
1641009600000,1051.1,1061.8,1050.9,1060.7,796.739,1641023999999,843337.9806,4530,389.009,411770.2394,0,2022-01-01 04:00:00
1641024000000,1060.7,1062.7,1058.2,1058.9,394.567,1641038399999,418293.9036,2677,136.202,144431.4803,0,2022-01-01 08:00:00
1641038400000,1059.0,1060.6,1054.6,1057.0,694.082,1641052799999,734182.7177,3348,359.629,380380.3826,0,2022-01-01 12:00:00
1641052800000,1057.0,1061.4,1051.3,1051.3,537.769,1641067199999,567892.7009,5702,233.041,246171.6435,0,2022-01-01 16:00:00
1641067200000,1051.3,1053.6,1047.5,1053.0,1208.260,1641081599999,1268181.4268,11473,696.392,731074.0498,0,2022-01-01 20:00:00
1641081600000,1053.1,1053.8,1048.8,1048.8,258.877,1641095999999,272171.6721,2944,104.022,109397.4086,0,2022-01-02 00:00:00
1641096000000,1048.8,1049.7,1044.8,1047.5,523.654,1641110399999,548369.1888,6475,266.375,278979.5588,0,2022-01-02 04:00:00
1641110400000,1047.5,1050.3,1046.3,1047.0,586.308,1641124799999,614743.2309,6458,197.220,206767.5873,0,2022-01-02 08:00:00
1641124800000,1047.5,1048.2,1039.8,1040.7,749.212,1641139199999,782010.6656,5228,238.620,249210.2645,0,2022-01-02 12:00:00
1641139200000,1040.7,1040.8,1029.4,1029.5,1735.357,1641153599999,1797964.2314,7479,734.316,761256.1061,0,2022-01-02 16:00:00
1641153600000,1029.5,1033.6,1028.3,1030.8,755.635,1641167999999,778544.7996,6545,283.266,291965.1172,0,2022-01-02 20:00:00
1641168000000,1030.8,1036.1,1030.8,1032.8,708.633,1641182399999,732394.9483,5065,271.964,281134.5898,0,2022-01-03 00:00:00
1641182400000,1032.8,1035.5,1031.3,1035.0,362.487,1641196799999,374415.6646,3624,158.324,163578.5513,0,2022-01-03 04:00:00
1641196800000,1035.1,1035.7,1030.9,1031.6,552.275,1641211199999,570473.9460,3878,130.890,135230.2422,0,2022-01-03 08:00:00
1641211200000,1032.4,1035.0,1025.0,1027.6,1165.203,1641225599999,1198679.7040,5282,755.395,776816.5290,0,2022-01-03 12:00:00
1641225600000,1027.6,1034.5,1027.3,1033.7,1001.660,1641239999999,1032675.5278,3061,733.750,756069.5360,0,2022-01-03 16:00:00
1641240000000,1033.7,1037.6,1025.8,1033.0,1237.211,1641254399999,1277714.9453,5169,557.249,575867.8783,0,2022-01-03 20:00:00
1641254400000,1032.8,1038.0,1031.2,1036.1,589.383,1641268799999,609879.2471,3732,279.459,289316.0485,0,2022-01-04 00:00:00
1641268800000,1036.2,1037.0,1031.7,1035.3,1267.291,1641283199999,1309518.9612,4045,1003.048,1036336.3853,0,2022-01-04 04:00:00
1641283200000,1035.3,1035.4,1019.9,1021.8,1386.697,1641297599999,1421782.7695,4896,441.834,453601.7321,0,2022-01-04 08:00:00
1641297600000,1021.8,1027.8,1020.6,1025.3,676.940,1641311999999,692871.7930,3659,305.665,312767.1772,0,2022-01-04 12:00:00
1641312000000,1025.2,1025.3,1018.2,1018.9,1111.498,1641326399999,1134983.0282,4830,419.528,428458.6727,0,2022-01-04 16:00:00
1641326400000,1018.9,1021.2,1017.2,1020.5,671.661,1641340799999,684486.1775,3385,193.154,196870.2197,0,2022-01-04 20:00:00
1641340800000,1020.6,1023.3,1020.5,1022.4,515.672,1641355199999,527104.9549,3271,217.866,222713.1714,0,2022-01-05 00:00:00
1641355200000,1022.6,1023.5,1019.0,1019.7,429.684,1641369599999,438645.2285,2792,149.949,153078.9357,0,2022-01-05 04:00:00
1641369600000,1019.7,1025.2,1019.7,1021.8,457.992,1641383999999,468677.8569,2915,185.133,189460.7416,0,2022-01-05 08:00:00
1641384000000,1021.8,1021.9,1017.0,1019.8,1913.746,1641398399999,1950635.4620,6185,1359.424,1385378.5148,0,2022-01-05 12:00:00
1641398400000,1019.8,1029.8,1018.9,1024.6,1629.294,1641412799999,1667638.3515,7172,1054.312,1079018.8962,0,2022-01-05 16:00:00
1641412800000,1024.5,1051.0,1020.0,1032.3,4718.788,1641427199999,4886567.2196,17807,2570.810,2663192.0923,0,2022-01-05 20:00:00
1641427200000,1032.3,1044.8,1032.0,1044.8,2807.472,1641441599999,2914728.8112,11643,1354.511,1406548.7833,0,2022-01-06 00:00:00
1641441600000,1044.5,1048.0,1039.7,1045.0,3232.525,1641455999999,3372722.1233,16712,1578.680,1647711.5881,0,2022-01-06 04:00:00
1641456000000,1045.0,1063.9,1045.0,1060.4,6862.619,1641470399999,7244030.6510,21393,3657.456,3861452.3015,0,2022-01-06 08:00:00
1641470400000,1060.3,1066.4,1044.8,1047.1,5760.758,1641484799999,6080603.4054,19349,2573.540,2717940.8900,0,2022-01-06 12:00:00
1641484800000,1047.2,1049.0,1036.4,1040.2,2373.706,1641499199999,2473900.5389,10174,990.535,1032507.3208,0,2022-01-06 16:00:00
1641499200000,1040.2,1043.5,1038.6,1043.4,1335.398,1641513599999,1389410.0277,5629,421.699,438852.5866,0,2022-01-06 20:00:00
1641513600000,1043.5,1063.9,1042.0,1063.9,1914.719,1641527999999,2016537.2207,7796,1081.044,1139365.4648,0,2022-01-07 00:00:00
1641528000000,1063.9,1082.3,1061.7,1071.0,4831.072,1641542399999,5176130.8316,15629,2578.919,2763770.1448,0,2022-01-07 04:00:00
1641542400000,1071.1,1075.0,1066.9,1073.2,2447.112,1641556799999,2618330.0683,10465,1115.165,1193451.8612,0,2022-01-07 08:00:00
1641556800000,1073.3,1078.3,1067.5,1075.0,2260.532,1641571199999,2424295.3081,11174,1101.771,1182127.4189,0,2022-01-07 12:00:00
1641571200000,1075.0,1078.7,1066.1,1067.4,2839.280,1641585599999,3040334.0837,10665,1271.820,1362229.5075,0,2022-01-07 16:00:00
1641585600000,1067.3,1070.7,1065.6,1067.1,819.952,1641599999999,875780.0520,5738,353.314,377488.6381,0,2022-01-07 20:00:00
1641600000000,1067.2,1070.8,1063.5,1066.1,1176.757,1641614399999,1254773.4272,6439,439.752,469149.1078,0,2022-01-08 00:00:00
1641614400000,1066.2,1066.7,1060.3,1062.2,908.489,1641628799999,966530.1290,3979,316.310,336558.5831,0,2022-01-08 04:00:00
1641628800000,1062.2,1063.4,1059.3,1062.8,1054.037,1641643199999,1118790.5277,5195,481.041,510675.0361,0,2022-01-08 08:00:00
1641643200000,1062.5,1077.0,1061.6,1073.2,1692.966,1641657599999,1811323.6471,5928,932.288,997752.5363,0,2022-01-08 12:00:00
1641657600000,1073.2,1108.2,1070.0,1102.8,6888.300,1641671999999,7544700.0832,21764,3891.817,4260821.9637,0,2022-01-08 16:00:00
1641672000000,1102.5,1107.0,1095.7,1101.3,4293.032,1641686399999,4732492.4908,14116,2144.935,2365018.1472,0,2022-01-08 20:00:00
1641686400000,1101.4,1103.5,1090.9,1096.4,2125.215,1641700799999,2329572.2104,8394,891.072,976959.0549,0,2022-01-09 00:00:00
1641700800000,1096.4,1096.4,1091.0,1093.8,1130.611,1641715199999,1236149.7392,5370,496.657,542992.4138,0,2022-01-09 04:00:00
1641715200000,1094.0,1098.0,1092.5,1092.9,1157.671,1641729599999,1267900.6153,6335,510.555,559354.2997,0,2022-01-09 08:00:00
1641729600000,1092.8,1098.4,1092.2,1096.4,1396.001,1641743999999,1529646.9131,6994,650.979,713398.1584,0,2022-01-09 12:00:00
1641744000000,1096.8,1096.8,1080.2,1088.1,2202.367,1641758399999,2393498.2924,7273,907.216,985657.1397,0,2022-01-09 16:00:00
1641758400000,1088.1,1089.6,1085.0,1087.1,652.300,1641772799999,709209.2099,3151,260.734,283507.1037,0,2022-01-09 20:00:00
1641772800000,1086.8,1089.7,1083.4,1088.0,782.862,1641787199999,851245.3978,3447,268.374,291809.5037,0,2022-01-10 00:00:00
1641787200000,1088.0,1089.5,1079.2,1085.3,893.433,1641801599999,968097.7802,3749,346.726,375827.9620,0,2022-01-10 04:00:00
