timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,datetime
1685851200000,1568.1,1571.7,1566.9,1567.1,114.796,1685865599999,180089.0233,1145,61.585,96624.4322,0,2023-06-04 04:00:00
1685865600000,1567.0,1569.1,1566.2,1567.8,116.517,1685879999999,182680.3037,1431,58.356,91490.2920,0,2023-06-04 08:00:00
1685880000000,1567.9,1569.9,1566.1,1566.9,106.376,1685894399999,166751.8161,1325,53.726,84218.7557,0,2023-06-04 12:00:00
1685894400000,1566.9,1570.0,1562.2,1565.0,147.887,1685908799999,231714.3961,1749,53.691,84137.7717,0,2023-06-04 16:00:00
1685908800000,1565.0,1573.9,1564.8,1570.5,294.498,1685923199999,462286.6070,2673,167.513,262958.7034,0,2023-06-04 20:00:00
1685923200000,1570.4,1577.6,1570.0,1574.6,327.176,1685937599999,514697.4451,2794,159.699,251228.4095,0,2023-06-05 00:00:00
1685937600000,1574.3,1577.0,1568.0,1568.5,216.792,1685951999999,340710.5241,2268,85.629,134623.6245,0,2023-06-05 04:00:00
1685952000000,1568.6,1570.9,1566.2,1568.8,147.882,1685966399999,232016.7992,1698,62.624,98256.1329,0,2023-06-05 08:00:00
1685966400000,1568.8,1587.3,1566.4,1586.8,558.047,1685980799999,880210.1729,5117,278.892,440051.2601,0,2023-06-05 12:00:00
1685980800000,1585.7,1599.6,1567.1,1574.1,1422.367,1685995199999,2252172.6670,12054,674.113,1068084.8838,0,2023-06-05 16:00:00
1685995200000,1574.4,1583.8,1574.4,1577.8,445.471,1686009599999,703648.9026,4539,208.655,329615.3694,0,2023-06-05 20:00:00
1686009600000,1577.9,1581.5,1572.1,1577.6,330.145,1686023999999,520600.3901,3274,165.677,261219.1475,0,2023-06-06 00:00:00
1686024000000,1577.6,1579.9,1574.3,1576.7,200.334,1686038399999,315916.7111,2135,96.289,151830.9396,0,2023-06-06 04:00:00
1686038400000,1576.7,1577.7,1571.2,1572.9,315.008,1686052799999,495577.4688,2895,154.928,243751.2180,0,2023-06-06 08:00:00
1686052800000,1573.0,1580.7,1562.3,1578.4,594.540,1686067199999,935908.7854,4414,275.995,434683.6631,0,2023-06-06 12:00:00
1686067200000,1578.3,1600.5,1577.9,1598.1,683.982,1686081599999,1087508.5693,4707,382.566,608407.3404,0,2023-06-06 16:00:00
1686081600000,1598.1,1616.6,1597.6,1614.9,742.094,1686095999999,1192368.7615,5430,489.820,786981.2812,0,2023-06-06 20:00:00
1686096000000,1614.8,1619.6,1601.9,1606.7,493.356,1686110399999,795659.6737,3976,235.543,380004.4372,0,2023-06-07 00:00:00
1686110400000,1606.8,1608.6,1601.8,1605.0,181.148,1686124799999,290846.9492,1799,105.288,169076.3058,0,2023-06-07 04:00:00
1686124800000,1605.1,1614.7,1602.9,1614.6,364.329,1686139199999,585988.4306,2536,190.880,307127.0079,0,2023-06-07 08:00:00
1686139200000,1614.6,1630.0,1613.6,1622.9,564.436,1686153599999,915939.3921,5661,290.259,471131.6915,0,2023-06-07 12:00:00
1686153600000,1622.9,1629.6,1622.1,1624.2,294.870,1686167999999,479300.4536,3520,152.777,248337.0661,0,2023-06-07 16:00:00
1686168000000,1624.4,1630.9,1619.1,1627.2,310.361,1686182399999,504396.5234,3342,148.252,241053.4861,0,2023-06-07 20:00:00
1686182400000,1627.1,1628.9,1621.7,1628.1,400.714,1686196799999,651500.7448,2903,199.598,324628.2533,0,2023-06-08 00:00:00
1686196800000,1628.0,1628.9,1624.6,1626.0,326.325,1686211199999,530937.5048,3180,180.417,293571.5033,0,2023-06-08 04:00:00
1686211200000,1626.0,1628.3,1618.5,1620.1,501.955,1686225599999,815245.0029,3440,221.179,359414.9504,0,2023-06-08 08:00:00
1686225600000,1620.2,1630.6,1616.3,1629.8,415.788,1686239999999,674235.8089,3393,236.434,383482.0004,0,2023-06-08 12:00:00
1686240000000,1629.8,1630.5,1623.9,1624.2,158.014,1686254399999,257100.9238,1823,78.736,128121.1788,0,2023-06-08 16:00:00
1686254400000,1624.2,1626.0,1623.1,1625.5,98.659,1686268799999,160281.1361,1353,56.800,92277.0718,0,2023-06-08 20:00:00
1686268800000,1625.5,1633.7,1623.3,1630.8,198.911,1686283199999,324130.7560,1993,102.916,167678.5492,0,2023-06-09 00:00:00
1686283200000,1631.0,1638.2,1627.7,1635.4,211.793,1686297599999,346046.1981,2071,113.356,185216.5181,0,2023-06-09 04:00:00
1686297600000,1635.4,1638.9,1632.1,1632.7,208.394,1686311999999,340995.2671,1822,105.618,172848.1489,0,2023-06-09 08:00:00
1686312000000,1632.7,1633.3,1625.1,1628.4,321.055,1686326399999,522787.8682,2551,151.079,246015.4888,0,2023-06-09 12:00:00
1686326400000,1628.2,1640.2,1625.4,1639.5,292.849,1686340799999,478062.2457,2492,162.282,265090.7742,0,2023-06-09 16:00:00
1686340800000,1639.5,1640.1,1633.5,1636.8,245.661,1686355199999,402199.6497,2234,119.314,195345.9593,0,2023-06-09 20:00:00
1686355200000,1636.9,1660.4,1636.3,1659.5,996.487,1686369599999,1643528.6178,6848,522.066,861394.2558,0,2023-06-10 00:00:00
1686369600000,1659.5,1751.4,1657.4,1731.0,9988.491,1686383999999,17095340.9085,64431,5369.521,9190107.6060,0,2023-06-10 04:00:00
1686384000000,1730.9,1737.8,1715.3,1715.6,3494.323,1686398399999,6024866.8652,20128,1942.079,3348610.9473,0,2023-06-10 08:00:00
1686398400000,1715.7,1729.1,1715.0,1720.8,2256.461,1686412799999,3881837.7092,13379,1183.894,2036893.4712,0,2023-06-10 12:00:00
1686412800000,1720.8,1725.9,1701.9,1708.0,2956.565,1686427199999,5072773.0607,15678,1366.952,2345710.4086,0,2023-06-10 16:00:00
1686427200000,1708.1,1719.0,1702.4,1705.3,982.220,1686441599999,1678019.4469,6808,491.916,840535.5562,0,2023-06-10 20:00:00
1686441600000,1705.3,1715.5,1702.7,1706.0,1099.871,1686455999999,1879232.7577,7823,529.068,904141.0971,0,2023-06-11 00:00:00
1686456000000,1706.1,1713.5,1703.0,1706.7,722.121,1686470399999,1232589.1579,5314,376.815,643209.7026,0,2023-06-11 04:00:00
1686470400000,1706.6,1711.8,1702.5,1706.7,586.711,1686484799999,1001567.2649,5383,297.091,507198.6233,0,2023-06-11 08:00:00
1686484800000,1706.9,1715.0,1704.8,1715.0,766.333,1686499199999,1310494.0629,5830,393.789,673515.7887,0,2023-06-11 12:00:00
1686499200000,1715.0,1715.8,1702.9,1705.1,751.345,1686513599999,1283759.3454,5207,370.387,632858.6049,0,2023-06-11 16:00:00
1686513600000,1705.1,1711.3,1700.0,1708.8,494.041,1686527999999,842664.1467,4875,247.795,422703.3909,0,2023-06-11 20:00:00
1686528000000,1708.9,1732.8,1708.9,1725.8,1098.692,1686542399999,1893380.2465,6969,631.254,1088315.8629,0,2023-06-12 00:00:00
1686542400000,1725.8,1728.7,1718.3,1727.8,738.995,1686556799999,1273341.1121,3761,310.167,534591.3998,0,2023-06-12 04:00:00
1686556800000,1728.0,1731.8,1706.8,1717.9,843.441,1686571199999,1448129.6516,5215,419.083,719502.6395,0,2023-06-12 08:00:00
1686571200000,1717.8,1720.2,1711.4,1720.1,301.323,1686585599999,517179.5822,2422,161.023,276421.7622,0,2023-06-12 12:00:00
1686585600000,1720.2,1726.0,1715.2,1721.5,532.436,1686599999999,916030.9278,3682,272.439,468749.3850,0,2023-06-12 16:00:00
1686600000000,1721.4,1722.6,1711.8,1715.1,275.216,1686614399999,472380.3971,2475,127.355,218632.0703,0,2023-06-12 20:00:00
1686614400000,1715.1,1724.9,1714.1,1716.7,493.018,1686628799999,847651.2545,3851,235.585,405035.0828,0,2023-06-13 00:00:00
1686628800000,1716.8,1721.4,1713.9,1715.4,587.769,1686643199999,1009206.5718,3820,268.566,461227.1810,0,2023-06-13 04:00:00
1686643200000,1715.4,1718.7,1694.5,1700.3,928.984,1686657599999,1588350.0502,5594,405.368,693318.4786,0,2023-06-13 08:00:00
1686657600000,1700.2,1722.4,1699.6,1716.6,863.781,1686671999999,1477053.0236,6822,467.606,799684.1101,0,2023-06-13 12:00:00
1686672000000,1716.6,1717.9,1705.6,1708.9,470.857,1686686399999,805516.5127,3784,256.894,439466.2070,0,2023-06-13 16:00:00
1686686400000,1709.1,1710.6,1701.6,1707.4,591.433,1686700799999,1008531.9754,4389,307.882,525051.0718,0,2023-06-13 20:00:00
1686700800000,1707.3,1709.0,1701.0,1701.3,459.984,1686715199999,784303.2784,3645,188.732,321811.6368,0,2023-06-14 00:00:00
1686715200000,1701.3,1708.4,1700.6,1706.3,386.789,1686729599999,659318.1195,2971,193.938,330640.7673,0,2023-06-14 04:00:00
1686729600000,1706.2,1707.4,1701.9,1704.8,201.282,1686743999999,343096.2328,2388,107.417,183108.0107,0,2023-06-14 08:00:00
1686744000000,1704.7,1713.9,1702.7,1710.5,298.230,1686758399999,509755.5615,2875,151.712,259310.3944,0,2023-06-14 12:00:00
1686758400000,1710.5,1716.6,1705.3,1712.7,461.659,1686772799999,789736.7173,4158,241.420,413016.1488,0,2023-06-14 16:00:00
1686772800000,1713.3,1747.4,1712.5,1732.9,1898.329,1686787199999,3291466.2550,11389,1133.500,1965218.4186,0,2023-06-14 20:00:00
1686787200000,1732.8,1733.1,1723.3,1724.1,433.109,1686801599999,749029.3211,3786,204.899,354361.9253,0,2023-06-15 00:00:00
1686801600000,1724.0,1738.0,1723.2,1734.9,427.536,1686815999999,739675.9165,3898,234.856,406329.9302,0,2023-06-15 04:00:00
1686816000000,1734.9,1742.0,1732.0,1735.1,729.786,1686830399999,1267567.2702,5679,400.767,696164.0738,0,2023-06-15 08:00:00
1686830400000,1735.1,1738.6,1730.2,1737.6,507.834,1686844799999,880996.4941,4546,266.156,461723.2483,0,2023-06-15 12:00:00
1686844800000,1737.5,1750.0,1735.6,1743.5,1082.367,1686859199999,1887147.4378,8353,607.477,1059259.2727,0,2023-06-15 16:00:00
1686859200000,1743.5,1759.2,1742.3,1754.2,860.523,1686873599999,1507834.8389,6076,494.872,867107.5269,0,2023-06-15 20:00:00
1686873600000,1754.2,1755.5,1747.2,1751.5,551.296,1686887999999,966006.7962,3707,254.531,446025.5484,0,2023-06-16 00:00:00
1686888000000,1751.1,1751.5,1742.6,1746.4,425.361,1686902399999,743108.6798,3506,201.409,351897.9555,0,2023-06-16 04:00:00
1686902400000,1746.3,1765.5,1745.4,1759.6,595.030,1686916799999,1044089.8593,4494,312.608,548795.8348,0,2023-06-16 08:00:00
1686916800000,1759.6,1770.6,1753.3,1766.1,560.854,1686931199999,987684.8240,4286,315.424,555591.4058,0,2023-06-16 12:00:00
1686931200000,1766.4,1783.0,1763.2,1767.6,1188.536,1686945599999,2104489.9503,8045,607.429,1075950.3390,0,2023-06-16 16:00:00
1686945600000,1767.6,1773.5,1762.6,1769.8,350.846,1686959999999,620546.1385,2997,155.778,275540.4241,0,2023-06-16 20:00:00
1686960000000,1769.9,1777.2,1761.8,1764.9,472.208,1686974399999,835075.4611,3911,239.193,423019.5387,0,2023-06-17 00:00:00
1686974400000,1764.9,1766.2,1748.0,1755.1,893.762,1686988799999,1570060.7811,6173,400.860,704153.7871,0,2023-06-17 04:00:00
1686988800000,1755.0,1759.7,1754.4,1757.1,393.071,1687003199999,690495.6890,3362,176.629,310300.0844,0,2023-06-17 08:00:00
1687003200000,1757.1,1762.0,1753.1,1758.0,460.077,1687017599999,808570.1943,3567,232.232,408205.5471,0,2023-06-17 12:00:00
1687017600000,1758.0,1764.0,1757.2,1761.5,227.559,1687031999999,400535.6801,2955,113.867,200460.5354,0,2023-06-17 16:00:00
1687032000000,1761.6,1765.7,1761.2,1764.2,129.518,1687046399999,228422.7676,2654,62.174,109661.6704,0,2023-06-17 20:00:00
1687046400000,1764.2,1769.4,1762.6,1767.1,381.710,1687060799999,673824.2236,2998,196.713,347254.7348,0,2023-06-18 00:00:00
1687060800000,1767.1,1768.5,1763.2,1767.0,218.727,1687075199999,386288.4603,1947,118.314,208968.1213,0,2023-06-18 04:00:00
1687075200000,1766.9,1767.2,1753.4,1756.4,488.327,1687089599999,859061.8247,5238,233.009,409941.4927,0,2023-06-18 08:00:00
1687089600000,1756.3,1758.7,1751.2,1753.3,291.169,1687103999999,510714.9348,2026,129.355,226910.5734,0,2023-06-18 12:00:00
1687104000000,1753.3,1759.0,1752.0,1757.0,147.622,1687118399999,259074.7233,1597,79.737,139958.6400,0,2023-06-18 16:00:00
1687118400000,1756.8,1764.4,1756.4,1760.0,332.696,1687132799999,585954.9789,2872,182.492,321398.8005,0,2023-06-18 20:00:00
1687132800000,1759.9,1765.5,1758.2,1762.8,207.627,1687147199999,365875.1759,1977,108.567,191306.6769,0,2023-06-19 00:00:00
1687147200000,1762.8,1764.5,1760.4,1762.4,178.864,1687161599999,315225.4583,1740,84.260,148513.2538,0,2023-06-19 04:00:00
1687161600000,1762.3,1765.9,1762.2,1764.4,262.960,1687175999999,463974.9188,2456,126.606,223397.5044,0,2023-06-19 08:00:00
1687176000000,1764.4,1770.7,1762.5,1769.7,510.931,1687190399999,903177.4948,3569,284.075,502230.4158,0,2023-06-19 12:00:00
1687190400000,1769.7,1781.9,1769.4,1779.5,1143.194,1687204799999,2031126.5571,7275,655.024,1163740.4148,0,2023-06-19 16:00:00
1687204800000,1779.4,1782.4,1773.7,1779.2,351.494,1687219199999,624907.2065,3087,176.386,313569.0136,0,2023-06-19 20:00:00
1687219200000,1779.3,1789.0,1778.7,1788.5,875.383,1687233599999,1562528.0518,5171,455.004,812352.4432,0,2023-06-20 00:00:00
1687233600000,1788.5,1796.5,1785.1,1787.4,619.975,1687247999999,1109662.2474,4740,355.244,635927.0804,0,2023-06-20 04:00:00
1687248000000,1787.5,1793.0,1784.7,1791.2,314.765,1687262399999,563046.5570,2617,152.301,272476.2872,0,2023-06-20 08:00:00
1687262400000,1791.1,1808.6,1790.5,1807.2,1092.310,1687276799999,1964814.9011,6729,626.394,1126980.6882,0,2023-06-20 12:00:00
1687276800000,1807.2,1826.0,1804.4,1817.1,2385.729,1687291199999,4331511.1149,12948,1310.945,2380892.2375,0,2023-06-20 16:00:00
1687291200000,1817.2,1835.0,1816.6,1828.5,1502.361,1687305599999,2743682.8180,8719,784.089,1432324.8198,0,2023-06-20 20:00:00
1687305600000,1828.3,1846.3,1824.7,1829.3,1408.903,1687319999999,2586217.5166,8190,707.580,1298752.0941,0,2023-06-21 00:00:00
1687320000000,1829.3,1839.6,1829.1,1837.3,861.674,1687334399999,1580574.0133,5028,435.155,798195.9869,0,2023-06-21 04:00:00
1687334400000,1836.9,1857.1,1834.9,1835.4,1682.572,1687348799999,3103243.2839,8294,897.373,1655211.7913,0,2023-06-21 08:00:00
1687348800000,1835.5,1880.0,1830.4,1873.8,2817.617,1687363199999,5240289.6781,12496,1556.605,2896011.5197,0,2023-06-21 12:00:00
1687363200000,1873.5,1894.9,1865.2,1867.2,2683.482,1687377599999,5038261.9689,11470,1221.374,2293676.7441,0,2023-06-21 16:00:00
1687377600000,1867.5,1868.8,1852.0,1854.2,928.303,1687391999999,1727162.1477,4547,394.092,733139.6004,0,2023-06-21 20:00:00
1687392000000,1854.6,1855.6,1830.0,1834.4,1253.786,1687406399999,2305632.6436,7707,607.871,1117890.1887,0,2023-06-22 00:00:00
1687406400000,1834.3,1846.9,1830.5,1831.0,749.849,1687420799999,1379452.1556,5324,365.932,673207.7626,0,2023-06-22 04:00:00
1687420800000,1831.0,1860.6,1830.7,1854.7,881.850,1687435199999,1626891.6942,5745,499.501,921320.9889,0,2023-06-22 08:00:00
1687435200000,1854.6,1864.7,1850.2,1859.9,1138.470,1687449599999,2114753.9167,6408,623.636,1158692.3268,0,2023-06-22 12:00:00
1687449600000,1860.0,1868.7,1859.4,1868.6,450.823,1687463999999,840332.5859,3177,230.818,430302.6963,0,2023-06-22 16:00:00
1687464000000,1868.5,1874.1,1862.9,1869.0,495.805,1687478399999,926512.9869,3488,248.204,463876.5948,0,2023-06-22 20:00:00
1687478400000,1869.0,1869.5,1861.2,1861.7,462.311,1687492799999,862421.9628,3516,259.823,484673.9840,0,2023-06-23 00:00:00
1687492800000,1861.4,1866.0,1856.7,1856.7,347.242,1687507199999,646489.2321,3163,178.552,332477.9012,0,2023-06-23 04:00:00
1687507200000,1857.0,1869.8,1855.6,1869.7,467.117,1687521599999,870234.1079,3125,293.355,546369.4365,0,2023-06-23 08:00:00
1687521600000,1869.8,1912.2,1869.3,1900.5,1602.763,1687535999999,3027236.8438,8459,925.938,1749280.8324,0,2023-06-23 12:00:00
1687536000000,1900.5,1901.0,1880.0,1885.1,1650.484,1687550399999,3116104.1177,7919,893.753,1687632.7358,0,2023-06-23 16:00:00
1687550400000,1885.1,1886.4,1877.0,1884.0,662.532,1687564799999,1246293.6025,3908,369.111,694350.9492,0,2023-06-23 20:00:00
1687564800000,1883.8,1887.9,1878.2,1881.8,668.997,1687579199999,1259272.9937,3963,319.656,601780.8431,0,2023-06-24 00:00:00
1687579200000,1881.7,1887.0,1876.1,1885.2,345.121,1687593599999,649584.5485,2490,193.774,364681.3439,0,2023-06-24 04:00:00
1687593600000,1885.2,1888.5,1880.0,1886.2,396.671,1687607999999,747119.7802,2678,209.690,395031.8072,0,2023-06-24 08:00:00
1687608000000,1886.1,1905.4,1876.4,1899.1,1220.646,1687622399999,2307195.0245,6603,661.931,1251350.4549,0,2023-06-24 12:00:00
1687622400000,1899.2,1903.5,1895.5,1897.1,543.456,1687636799999,1032818.9108,3684,292.563,556067.9788,0,2023-06-24 16:00:00
1687636800000,1897.0,1906.1,1895.9,1897.4,427.167,1687651199999,811493.5396,3019,270.558,513996.4137,0,2023-06-24 20:00:00
1687651200000,1897.4,1902.5,1888.4,1889.9,495.394,1687665599999,938858.8007,3246,220.305,417632.0285,0,2023-06-25 00:00:00
1687665600000,1889.9,1893.3,1871.8,1873.1,603.137,1687679999999,1134913.2143,4281,297.849,560527.8001,0,2023-06-25 04:00:00
1687680000000,1873.1,1876.1,1859.9,1869.0,661.028,1687694399999,1235285.1249,4781,313.823,586571.4192,0,2023-06-25 08:00:00
1687694400000,1868.7,1889.4,1868.1,1887.3,693.729,1687708799999,1303511.5596,5222,354.800,666786.1457,0,2023-06-25 12:00:00
1687708800000,1887.5,1888.3,1869.4,1872.9,441.465,1687723199999,829392.1214,3524,220.349,413945.3143,0,2023-06-25 16:00:00
1687723200000,1873.0,1876.3,1866.3,1871.0,432.090,1687737599999,808623.6662,3347,198.875,372235.4295,0,2023-06-25 20:00:00
1687737600000,1870.9,1887.6,1869.8,1880.8,743.879,1687751999999,1398624.9017,4860,356.559,670390.9696,0,2023-06-26 00:00:00
1687752000000,1880.9,1884.0,1873.1,1876.9,568.900,1687766399999,1068691.8281,3174,299.121,561908.6176,0,2023-06-26 04:00:00
1687766400000,1877.0,1881.2,1872.8,1879.4,373.913,1687780799999,701661.9177,2810,181.726,341032.7938,0,2023-06-26 08:00:00
1687780800000,1879.5,1883.2,1872.2,1874.7,575.474,1687795199999,1080673.0822,4264,297.214,558168.1433,0,2023-06-26 12:00:00
1687795200000,1874.6,1898.9,1873.5,1897.4,839.637,1687809599999,1587871.2152,6071,442.081,835973.4280,0,2023-06-26 16:00:00
1687809600000,1896.8,1903.1,1892.3,1898.7,548.642,1687823999999,1041164.1076,3785,314.506,596933.1165,0,2023-06-26 20:00:00
1687824000000,1898.7,1905.0,1889.4,1889.7,508.721,1687838399999,965549.6410,3500,259.153,491947.0362,0,2023-06-27 00:00:00
1687838400000,1889.7,1893.3,1885.2,1887.0,323.982,1687852799999,612030.5923,2351,174.028,328763.6051,0,2023-06-27 04:00:00
1687852800000,1886.9,1902.0,1881.9,1900.4,449.690,1687867199999,850564.7365,3165,238.013,450176.7057,0,2023-06-27 08:00:00
1687867200000,1900.4,1905.0,1893.9,1899.7,576.931,1687881599999,1096374.4241,4386,285.154,541940.8330,0,2023-06-27 12:00:00
1687881600000,1899.8,1900.5,1880.0,1887.8,413.393,1687895999999,780498.8925,3496,193.690,365750.6820,0,2023-06-27 16:00:00
1687896000000,1887.7,1894.4,1885.0,1894.2,251.414,1687910399999,475031.1697,2318,139.093,262839.8910,0,2023-06-27 20:00:00
1687910400000,1894.1,1907.4,1894.0,1899.0,637.248,1687924799999,1212157.0248,4189,355.800,676881.8787,0,2023-06-28 00:00:00
1687924800000,1899.1,1910.0,1897.0,1905.3,492.596,1687939199999,937122.2780,3900,286.694,545467.9183,0,2023-06-28 04:00:00
1687939200000,1905.1,1907.5,1901.8,1904.6,329.749,1687953599999,627925.2602,3008,180.260,343277.3421,0,2023-06-28 08:00:00
1687953600000,1904.4,1908.6,1899.2,1907.4,579.201,1687967999999,1102445.3668,4064,238.067,453188.3102,0,2023-06-28 12:00:00
1687968000000,1907.1,1946.0,1902.8,1929.0,1739.325,1687982399999,3340183.0000,10773,1017.450,1953950.0206,0,2023-06-28 16:00:00
1687982400000,1929.4,1931.8,1921.7,1926.8,931.610,1687996799999,1795093.8591,7975,495.802,955468.3837,0,2023-06-28 20:00:00
1687996800000,1926.8,1926.8,1919.3,1920.9,747.200,1688011199999,1436387.0571,4970,383.643,737490.5743,0,2023-06-29 00:00:00
1688011200000,1920.9,1927.5,1916.4,1920.3,742.427,1688025599999,1427357.7695,4964,297.291,571543.0948,0,2023-06-29 04:00:00
1688025600000,1920.2,1925.0,1913.2,1916.7,669.953,1688039999999,1285724.2649,4576,308.606,592405.8085,0,2023-06-29 08:00:00
1688040000000,1916.8,1925.3,1912.7,1922.8,538.875,1688054399999,1034384.8209,4457,283.656,544507.7526,0,2023-06-29 12:00:00
1688054400000,1922.3,1929.8,1918.7,1920.0,468.115,1688068799999,900710.3980,3642,223.481,430051.0905,0,2023-06-29 16:00:00
1688068800000,1920.1,1922.3,1913.7,1918.5,298.307,1688083199999,572035.7590,2482,174.477,334643.1092,0,2023-06-29 20:00:00
1688083200000,1918.6,1923.3,1898.4,1899.5,1141.420,1688097599999,2182830.9047,7193,529.408,1012283.9990,0,2023-06-30 00:00:00
